id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.01,2014-04-07,0.050670621174317886,927.377,7355.014999999999,447.12100000000004,46.128,,17.107,170.348,1475.418,60.247,,205.81100000000004,,1.0,-0.6666666666666666,0.25,6.5,9846.380999803541,
AS14.01,2014-04-08,0.0753270582613485,892.6890000000001,9477.553,3466.4790000000003,19.131,,,209.51399999999995,2655.121,,,36.143,,1.0,-0.4,0.3333333333333333,6.6,15101.13200187683,
AS14.01,2014-04-09,0.12038411453232876,1638.6170000000002,6177.076,940.7699999999999,,,,346.654,2826.3500000000004,,,577.359,,1.0,-0.8,1.0,7.4,13558.28900098801,
AS14.01,2014-04-10,0.07896310519489107,715.3549999999999,4881.411,1858.893,,1.059,23.195,107.91900000000001,1174.717,,,377.687,,1.0,-0.4,0.8,7.4,9296.09899926186,
AS14.01,2014-04-11,0.07998620207306052,3369.031,3336.5920000000006,1976.138,94.093,,,51.452,596.807,34.234,,214.648,,,-1.2,0.8,7.0,10526.846000194553,
AS14.01,2014-04-12,0.07224906147031816,302.4459999999999,6595.083,2186.482,,,,79.033,264.432,5.031,,352.392,,,-0.75,0.75,7.25,11750.809000968926,
AS14.01,2014-04-13,0.014021328954370723,447.41499999999985,1096.7949999999998,249.392,82.413,,,94.20899999999999,34.501999999999995,,,,,,-1.25,1.0,8.0,2005.7509992122657,
AS14.01,2014-04-14,0.08388731446988419,961.5809999999999,6486.284000000001,6265.5560000000005,89.32300000000001,,,145.09600000000003,2921.985,29.104,,986.014,,1.0,-1.2,0.6,7.2,17985.44799923897,1.0
AS14.01,2014-04-15,0.09011215278072526,1596.356,6224.231,944.5219999999999,13.043,,,110.415,4428.210000000001,8.363,,279.79299999999995,,1.0,0.0,0.8,6.4,13585.222998380666,1.0
AS14.01,2014-04-16,0.11611033612712222,923.613,5175.0160000000005,426.734,,,,40.784,1912.8519999999999,,,223.58700000000002,,,0.75,0.5,7.2,12522.474998950958,1.0
AS14.01,2014-04-17,0.05691785667209682,552.201,11853.339,142.241,,,,53.763000000000005,2107.1459999999997,,,49.718,,1.0,-0.4,0.6,6.6,15018.480000734338,
AS14.01,2014-04-18,0.09403300669497609,1860.8979999999997,5341.656999999999,774.354,119.163,,,47.788999999999994,1993.9220000000003,63.873999999999995,,88.68,,1.0,-0.8,0.8,6.8,13490.728999614706,
AS14.01,2014-04-19,0.09943191172384026,946.1899999999999,2728.26,469.274,95.629,29.084,,31.482,396.672,128.89,,305.796,,1.0,-0.2,1.0,7.8,13293.2480006218,
AS14.01,2014-04-20,0.07481624304311597,897.086,4984.723999999999,727.492,10.606,,,34.202,2237.742,,,121.03500000000001,,1.0,-0.25,0.75,7.25,8343.518000364305,1.0
AS14.01,2014-04-21,0.10204105896824717,3442.2319999999995,2004.3470000000002,74.88000000000001,33.266,,,58.04899999999999,428.97200000000004,68.278,,210.88199999999998,,1.0,-0.25,1.0,7.6,3832.9909992218018,
AS14.01,2014-04-22,0.09192955182229205,2212.9539999999997,11360.913,1101.017,38.453,,,63.16,1422.5479999999998,,,423.21500000000003,,1.0,0.2,1.0,7.4,15490.269999265669,
AS14.01,2014-04-23,0.04598568913376553,1130.8419999999999,8928.472000000002,347.427,18.051,,,42.398,526.598,,,246.944,,1.0,0.2,1.0,7.6,14535.339999437332,
AS14.01,2014-04-24,0.0509029881940343,1466.2710000000002,9692.133000000002,4464.975,209.937,,,31.933,2688.5360000000005,51.184,,716.1970000000001,,1.0,-0.4,1.0,7.6,22086.478000164043,
AS14.01,2014-04-25,0.10906106363682748,817.613,7279.144,650.8319999999999,21.070999999999998,,,68.847,2227.694,63.315999999999995,,347.97400000000005,,1.0,-0.2,0.8,7.2,13973.941999673843,1.0
AS14.01,2014-04-26,0.214248771624235,864.5190000000001,2567.857,125.556,27.266999999999996,,,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,,1.0,-0.2,1.0,7.6,15482.018999338148,1.0
AS14.01,2014-04-27,0.030478923798963695,1291.3139999999999,2431.4979999999996,1510.221,,,,1056.6839999999997,27.47,,,60.337999999999994,,,0.0,1.0,7.5,5700.562000036243,
AS14.01,2014-04-28,0.0196753225383989,1312.001,4697.372,1548.4379999999999,465.253,,,72.584,2423.9329999999995,,,380.1930000000001,,1.0,-0.8,0.8,7.6,10807.829999685284,
AS14.01,2014-04-29,0.10275824852950448,5289.9130000000005,3834.645,1562.533,,333.305,,40.471999999999994,411.485,41.982,,410.436,,,-0.25,1.0,7.0,7873.291999101639,
AS14.01,2014-04-30,0.15105145904074724,844.9630000000002,3550.6180000000004,504.862,375.022,,,185.78300000000002,89.16599999999998,272.798,,112.295,,1.0,-0.4,0.75,7.8,9175.6049990654,
AS14.01,2014-05-01,0.03706526814765704,1876.1129999999998,8191.41,470.866,1321.104,,28.098,44.43,4918.942,,,269.56899999999996,,1.0,-0.4,1.0,8.0,15516.951998472214,1.0
AS14.01,2014-05-02,0.07734101929677568,795.436,7925.918,352.88800000000003,1069.748,,,32.443,771.266,,,11.083,,,-0.2,1.0,7.6,15088.519000768661,
AS14.01,2014-05-03,0.07174088489517205,753.2569999999998,4539.775999999999,2761.9500000000003,296.313,,,40.568999999999996,205.60199999999998,143.631,30.102,125.60500000000002,,,-0.2,1.0,8.0,8186.036000728605,1.0
AS14.01,2014-05-04,0.1361918083770384,1758.4379999999999,3381.6890000000003,928.4060000000001,,,,35.525000000000006,494.677,,,,,,-0.5,1.0,8.0,5889.194999456405,
AS14.02,2014-03-16,,2481.735,3151.8289999999997,88.392,,,,408.106,181.591,,,,,1.0,0.0,0.0,6.333333333333333,4902.626999616626,1.0
AS14.02,2014-03-17,0.16806841495032573,1229.347,4518.116,2511.178,,,,103.69899999999998,103.02799999999999,,,,,1.0,0.5,0.5,6.75,10159.769001245493,
AS14.02,2014-03-18,0.21948438425543756,2604.5209999999997,3933.081,88.943,,,,88.72200000000001,212.36399999999998,,,,,1.0,0.6,0.8,8.2,4512.4710013866425,1.0
AS14.02,2014-03-19,0.31563175685064315,1554.558,2596.9889999999996,196.13899999999998,,,,105.536,47.815,567.165,,,,1.0,0.4,0.4,6.8,8182.757000207905,1.0
AS14.02,2014-03-20,0.23902496021034736,1777.9769999999999,2154.3709999999996,148.18,,,,86.857,131.59799999999998,,,,,1.0,-0.5,0.75,7.25,4360.33400130272,1.0
AS14.02,2014-03-21,0.28962792490010747,2230.303,2858.4460000000004,459.604,,,,37.944,388.02099999999996,442.29600000000005,,,,1.0,-0.75,0.75,7.5,11155.850999116894,1.0
AS14.02,2014-03-22,0.44604368683290135,1930.266,1852.2560000000003,662.9110000000001,,,,43.204,408.667,780.617,,,,1.0,-1.0,-0.5,6.5,7589.562002897265,1.0
AS14.02,2014-03-23,0.26969715703353236,894.5060000000001,1839.899,388.098,,,,61.865,171.994,1263.1889999999996,,,,1.0,-1.0,0.0,6.25,4528.527000665666,1.0
AS14.02,2014-03-24,0.15612466250149995,1073.496,3012.181000000001,532.013,,,,81.80799999999999,232.80100000000002,,,,,1.0,0.2,-0.2,6.4,2766.6489994525905,
AS14.02,2014-03-25,0.23051365485645378,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,1.0,-1.25,0.75,7.75,4637.388000011446,
AS14.02,2014-03-26,0.29395346240584214,1736.744,2533.8489999999997,767.156,,,,41.95,1562.0230000000001,,,,,1.0,-1.2,0.4,7.2,6069.630000829695,
AS14.02,2014-03-27,0.228849008922151,2267.124,2997.043,490.78100000000006,,,,731.853,81.366,,,67.16300000000001,,1.0,0.0,0.5,7.25,5746.980998754501,
AS14.02,2014-03-28,0.2615983280781395,1053.115,1245.127,707.6400000000001,,,,125.66900000000001,2717.215,,,,,1.0,-0.6,0.6,6.8,3969.580999135972,1.0
AS14.02,2014-03-29,0.432469355060395,17416.28,2141.489,1063.268,,,,52.841,523.8539999999999,501.644,,,,1.0,-0.75,0.25,7.25,4403.242997646334,
AS14.02,2014-03-30,0.24188730879396783,772.787,1110.856,1278.594,,,,113.22800000000001,322.901,,,,,1.0,-1.0,0.75,7.0,3937.041998863219,1.0
AS14.02,2014-03-31,0.15637292366427655,1186.299,2481.3219999999997,354.96500000000003,,,,81.741,2038.631,,,,,1.0,-0.8,0.4,7.2,4774.1459991931915,1.0
AS14.02,2014-04-01,0.26196053218905446,2790.014,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,,1.0,-0.2,0.8,7.4,3297.737997055054,1.0
AS14.02,2014-04-02,0.3191205617996335,1964.21,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,,1.0,-0.6,-0.2,6.4,6883.828001737594,
AS14.02,2014-04-03,0.32250583990998866,1269.299,3595.4309999999996,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,,1.0,-0.25,0.0,5.75,6814.300000905989,
AS14.02,2014-04-04,0.22727035660896044,1121.689,2809.436,809.7279999999998,,,,148.852,141.32,,,,,1.0,-1.2,0.2,6.4,3653.3700008392334,
AS14.02,2014-04-05,0.32191972248052525,1957.0870000000004,2309.659,794.484,,,,100.89699999999999,258.611,388.071,,,,1.0,0.0,0.6,7.4,13067.926001548763,1.0
AS14.02,2014-04-06,0.21520952016085246,576.385,1224.322,618.98,,,,30.011000000000003,391.54200000000003,,,,,1.0,-1.0,-1.25,4.5,3649.9679985046396,
AS14.02,2014-04-07,0.13652373439609955,1482.948,3761.1790000000005,737.9159999999999,,,,106.148,2008.184,,,,,1.0,0.0,0.6,6.8,6366.526998281479,
AS14.02,2014-04-08,0.26195103762156396,1184.7780000000002,2265.855,193.47999999999996,,,,134.434,636.2529999999999,,,,,1.0,-0.25,0.5,6.25,4079.1519994735736,1.0
AS14.02,2014-04-09,0.24720984804489024,1427.022,2255.545,627.236,,,,61.397,294.321,,,,,1.0,-0.5,0.25,7.25,5757.426000595091,1.0
AS14.02,2014-04-10,0.2607506038432932,1303.452,2726.237,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,1.0,0.25,0.75,7.25,7844.238998651505,1.0
AS14.02,2014-04-11,0.4244814273084369,1548.192,2343.7930000000006,700.7239999999999,,,,136.128,319.645,630.9290000000001,,,,1.0,-0.5,0.5,6.5,5810.030001163482,1.0
AS14.02,2014-04-12,0.3783017333120428,1826.668,1516.767,,,,,11.016,157.19199999999998,362.185,,6.986,,1.0,-2.0,-1.0,6.0,3658.8190011978145,1.0
AS14.02,2014-04-13,0.28982011828279997,510.91299999999995,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,1.0,-0.6,0.4,7.2,2174.8709976673135,
AS14.02,2014-04-14,0.1870740501721279,809.9720000000002,1822.4769999999999,95.772,,,,21.182,56.817,,,84.488,,1.0,0.75,1.0,8.0,2773.043000936509,1.0
AS14.02,2014-04-15,0.1736288831786874,98.26600000000002,445.9169999999999,19.658,,,,,25.386000000000003,,,,,1.0,-0.5,0.5,7.25,701.2870004177096,1.0
AS14.02,2014-04-16,0.3532763532763534,125.13300000000001,,,,,,,,,,,,1.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
AS14.02,2014-04-17,0.4700854700854705,2.007,37.601,,,,,,,,,,,1.0,0.25,0.0,6.5,41.23499965667722,1.0
AS14.02,2014-04-18,,,,,,,,,,,,,,1.0,0.0,0.0,6.5,,
AS14.02,2014-04-19,0.5,10.09,72.341,,,,,,,,,,,1.0,-0.6666666666666666,-0.3333333333333333,5.666666666666667,187.3220000267031,
AS14.02,2014-04-20,,,,,,,,,,,,,,1.0,-0.6666666666666666,0.0,5.0,,1.0
AS14.02,2014-04-21,,,,,,,,,,,,,,1.0,-0.5,-0.5,5.5,,
AS14.02,2014-04-22,0.075,,,,,,,,106.887,,,,,1.0,-1.3333333333333333,-0.3333333333333333,5.666666666666667,13.08000016212468,1.0
AS14.02,2014-04-23,0.142857142857143,,,,,,,,,,,,,1.0,0.0,0.5,5.5,,1.0
AS14.02,2014-04-24,0.0344827586206897,,,,,,,,,,,,,,-0.5,-0.5,7.0,,
AS14.02,2014-04-25,,,,,,,,,,,,,,,-1.0,1.0,9.0,,
AS14.03,2014-03-21,,168.055,1724.7390000000003,946.017,,,10.046,543.588,,,,,,1.0,1.0,2.0,9.0,1664.9540009498596,1.0
AS14.03,2014-03-22,0.1913883086450861,482.088,458.49499999999995,3915.524,,,,89.216,,168.54500000000002,,4.35,,1.0,0.8,1.0,7.8,2643.5370004177103,1.0
AS14.03,2014-03-23,0.1002466983942117,492.57600000000014,1503.1219999999998,1741.3909999999996,36.364,,161.998,251.529,,275.405,,,44.854,1.0,-0.2,1.2,8.2,5048.337000608444,1.0
AS14.03,2014-03-24,0.090740222421567,92.246,2282.336,3908.0429999999997,105.217,,125.32500000000002,851.0169999999998,,,11.064,5.136,,1.0,-0.6,1.4,7.8,6248.045999526979,
AS14.03,2014-03-25,0.13276828552349199,1044.4950000000003,1305.098,1351.4160000000002,447.543,,141.076,133.63,,,47.324,28.843,,1.0,-0.4,1.2,7.8,3791.1120002269754,1.0
AS14.03,2014-03-26,0.0911532011403041,118.63900000000001,1294.7890000000002,2355.8729999999996,87.141,,20.684,72.68,,12.84,7.649,,,1.0,0.5,1.0,8.25,3985.9769988059993,
AS14.03,2014-03-27,0.10319575369873081,588.336,931.6619999999999,1653.7569999999998,,,13.437,60.032,,,,17.490000000000002,,1.0,0.25,0.5,7.75,3275.6320016384116,1.0
AS14.03,2014-03-28,0.10467928797906655,277.526,940.879,3351.7909999999997,,,46.206,246.37600000000003,,,63.787000000000006,7.045,,1.0,-0.5,1.5,8.0,3250.441998243332,
AS14.03,2014-03-29,0.16337733775865063,19.31,152.928,2529.228,49.371,,,104.425,,,,,,,-0.2,1.6,8.6,2261.391000509263,1.0
AS14.03,2014-03-30,0.16465071526667882,12.869,1223.623,2039.814,,,26.284,186.05399999999997,,,35.267,,31.955000000000002,1.0,-0.2,1.0,8.4,3568.718999385834,
AS14.03,2014-03-31,0.0836335845955087,2044.996,4412.6849999999995,1699.4680000000003,77.49100000000001,,,98.786,,,,5.16,,1.0,0.4,0.6,7.4,9398.243999958038,1.0
AS14.03,2014-04-01,0.09741434014631097,543.6630000000001,711.7979999999999,1626.5539999999999,58.641,,62.49,203.23399999999998,,,,,,1.0,0.4,0.4,7.6,3205.793999433517,
AS14.03,2014-04-02,0.0786881382869165,854.198,820.558,1981.5039999999997,65.43900000000001,,18.698999999999998,98.842,,54.144999999999996,,,,1.0,0.2,0.6,7.4,3364.2400007247934,
AS14.03,2014-04-03,0.08363645439998374,19586.765999999992,685.184,2093.16,72.10300000000001,,,91.237,,,20.192,29.197000000000003,,1.0,0.0,1.0,7.8,2312.74599981308,
AS14.03,2014-04-04,0.0871065604162596,617.0930000000001,804.0909999999999,1371.565,47.284,,6.163,902.6700000000001,,,315.509,,,,0.2,1.4,7.8,3231.4439988136282,1.0
AS14.03,2014-04-05,0.11442793762963631,263.05899999999997,1110.404,2295.814,,,106.48599999999999,60.862,,19.695999999999998,,,,1.0,1.2,1.0,7.6,3852.661998987194,
AS14.03,2014-04-06,0.07677201548523706,11.062999999999999,730.3430000000001,4234.2,,,,1024.5929999999998,,,23.094,,,,0.2,0.8,6.8,6028.5489985942895,
AS14.03,2014-04-07,0.14406393678902962,596.011,1787.4450000000002,2513.8120000000004,88.197,,124.68100000000001,72.08200000000001,,,82.764,,,1.0,0.2,1.0,7.4,5035.644999742507,
AS14.03,2014-04-08,0.10383088896536452,873.53,683.3639999999999,1307.637,27.089,,1494.864,70.913,,,11.128,,,1.0,0.4,1.2,7.4,4475.891999959949,1.0
AS14.03,2014-04-09,0.0921222333052219,23.843000000000004,763.865,984.3600000000001,31.735,,16.27,74.42,,,50.254,,,,0.6,1.0,7.8,1773.7219996452322,
AS14.03,2014-04-10,0.1080663991151945,103.68900000000001,1778.979,2776.3279999999995,,,5.217,95.092,13.22,,2239.937,,,,0.4,1.0,7.4,7018.261001348491,1.0
AS14.03,2014-04-11,0.12018808327176551,102.15899999999999,1698.898,3128.489,17.149,,9.16,354.09200000000004,,,28.343,4.513,,,0.2,1.0,7.6,4983.920999288562,
AS14.03,2014-04-12,0.12703734227128452,19477.059,229.648,12054.725999999999,,,,1072.477,,,21.096,9.33,,1.0,0.3333333333333333,1.0,7.666666666666667,2492.817999362946,
AS14.03,2014-04-13,0.07813754216620179,1391.461,2391.052,3217.9339999999997,,,643.756,4335.307,,,,,,1.0,0.2,1.0,7.4,7752.552998781203,1.0
AS14.03,2014-04-14,0.09289626571780712,1808.0780000000002,3571.217,1152.6689999999999,28.19,,8.073,58.008,41.365,,11.226,17.303,,,0.0,0.8,7.0,4230.447000265119,1.0
AS14.03,2014-04-15,0.11955499852139129,726.5000000000001,2245.302,1850.042,,,6.025,100.23500000000001,,,12.082,,,1.0,0.2,0.8,7.6,3964.784998178483,
AS14.03,2014-04-16,0.11476816921494709,244.239,1454.3010000000002,3481.064,18.113,,33.186,175.38,,,38.227999999999994,7.662,,1.0,0.8,1.0,8.0,5334.56700015068,
AS14.03,2014-04-17,0.14085924635236632,1816.36,2048.2860000000005,1159.785,172.576,,,167.096,,,101.287,31.331,,1.0,0.25,0.75,7.25,5006.50600028038,1.0
AS14.03,2014-04-18,0.07387608289940913,1751.578,1206.113,4304.597,,,183.844,47.28200000000001,,,18.267,7.954,,1.0,0.0,1.0,7.5,6253.737000465391,
AS14.03,2014-04-19,0.20822977708940202,117.62400000000001,1155.189,66.705,,,,53.494,,69.034,,,,1.0,0.6,0.8,7.8,1441.918000221252,1.0
AS14.03,2014-04-20,0.1468526372239469,489.672,993.986,1528.4879999999998,,,,49.111000000000004,,26.617,225.16000000000003,,,1.0,0.25,1.0,7.5,3489.1269993782043,1.0
AS14.03,2014-04-21,0.020845805030771478,723.0600000000001,242.13599999999997,4016.5240000000003,23.194,,,1681.2970000000003,,167.219,,5.461,,1.0,0.2,1.0,7.4,6019.938000440603,
AS14.03,2014-04-22,0.09285561446082308,126.094,1806.5020000000002,2342.385,,,39.548,73.49100000000001,,,23.108,,,,0.4,0.8,7.6,3493.3910002708426,
AS14.03,2014-04-23,0.1203897193369119,145.374,1479.562,2393.742,159.123,,,58.527,,,24.156,,,,0.6,0.8,7.0,4272.4279997348785,1.0
AS14.03,2014-04-24,0.10600109223606824,115.675,2815.1409999999996,1748.1070000000002,52.354,,,159.01399999999998,,,17.439,,,,-0.2,1.0,7.4,4893.604000329971,
AS14.03,2014-04-25,0.10616761822048394,42.124,7931.9760000000015,3332.9510000000005,43.303,,178.498,57.62399999999999,,,54.501,10.174,,,-1.0,1.0,7.5,10863.719999790188,
AS14.03,2014-04-26,0.26914225033438455,443.29100000000005,586.442,2737.0319999999997,,,,90.04600000000002,19.455000000000002,,,,,1.0,-0.25,1.0,7.5,3489.0539994239807,1.0
AS14.03,2014-04-27,0.06555207175889922,8.94,876.2230000000001,7382.021,,,,2434.284,,540.932,56.349999999999994,,,,-1.4,1.0,7.6,5290.936999082568,
AS14.03,2014-04-28,0.08262849034113322,118.209,2852.1900000000005,3497.5219999999995,28.117,,,47.72,7.876,,16.492,13.238,,1.0,-1.4,1.0,7.0,3365.22000002861,
AS14.03,2014-04-29,0.1186958482249048,20.779,1792.613,1007.323,479.4939999999999,,6.506,66.649,,,13.057,,,,-0.6,1.0,7.2,3669.9149987697606,
AS14.03,2014-04-30,0.08969224082903049,191.08799999999997,1863.6949999999997,2006.6939999999997,,,,85.207,,,41.5,16.27,,,-1.2,1.0,7.0,4097.972999095917,
AS14.03,2014-05-01,0.13638883459215953,1824.377,1083.126,3026.651,,,61.166,80.12700000000001,,112.24,,12.198,,1.0,-0.8,1.0,7.2,3744.9600000381465,
AS14.03,2014-05-02,0.13437692269476761,274.71500000000003,1102.3259999999998,4098.996999999999,43.224000000000004,,,713.9780000000001,,49.673,,28.902,,1.0,-1.2,1.4,7.6,6631.174000263214,1.0
AS14.03,2014-05-03,0.1389189314363011,550.479,924.1080000000001,3330.291,,,,54.141000000000005,,72.50900000000001,15.146,11.342,,1.0,-0.4,1.0,7.75,7432.300000190738,
AS14.03,2014-05-04,0.06616240664834473,80.634,192.146,2692.8390000000004,,,,37.760000000000005,,,41.416,,,1.0,-1.2,0.8,7.4,3048.189000368119,
AS14.03,2014-05-05,0.10118200505539371,124.64399999999999,946.4380000000001,1635.675,13.243,,,249.24900000000002,,130.482,140.589,6.155,,1.0,-1.0,1.0,7.25,3253.5099997520465,1.0
AS14.03,2014-05-07,0.09445035643820726,719.681,1327.231,1184.998,,,13.905000000000001,259.949,,,37.386,,,,-0.6666666666666666,1.0,7.666666666666667,3511.5200004577637,
AS14.05,2014-03-14,,257.071,4362.429,269.40900000000005,,,,358.41499999999996,468.64899999999994,,,28.656999999999996,,1.0,-1.0,2.0,8.0,5622.509999036791,
AS14.05,2014-03-15,,797.809,6364.988,2050.8260000000005,,,,174.93099999999998,683.573,,186.877,41.317,,1.0,0.0,0.4,6.2,8903.782000064852,
AS14.05,2014-03-16,,389.773,4189.964,780.33,,,,88.685,,,55.344,28.372999999999998,,1.0,-0.6666666666666666,0.0,6.333333333333333,5548.048998832702,
AS14.05,2014-03-17,0.08337052096204703,839.5970000000001,1774.029,1020.8220000000002,,,,148.272,,,7.0680000000000005,19.328000000000003,,,-0.4,0.4,6.0,5613.824001312256,1.0
AS14.05,2014-03-18,0.11319590615792097,422.774,4411.521000000001,905.3699999999998,,,,67.334,,,28.289,57.916,,1.0,0.25,1.0,7.5,7177.02600073815,
AS14.05,2014-03-19,0.1336912649265363,235.80700000000007,4320.741,1031.177,,,,122.397,,,23.393,15.09,,,1.0,0.75,6.75,6095.810001134871,
AS14.05,2014-03-20,0.1184567993861232,122.208,4486.863,512.418,,,,157.196,,,,,,,1.0,0.8,7.2,4862.865999221802,1.0
AS14.05,2014-03-21,0.050197722898856136,393.794,2267.379,375.792,,,,53.848,,,,,,1.0,0.0,1.0,7.25,3032.3189995288863,1.0
AS14.05,2014-03-22,0.018560992335206163,13.041,1098.569,641.921,,,,118.05099999999999,,,,7.036,,,-2.0,-1.0,3.75,1806.1799995899205,
AS14.05,2014-03-23,0.08524289724808609,269.464,2880.448,749.3390000000002,,,,91.27700000000002,,,,,,1.0,-1.4,-1.0,4.4,3991.8160002231607,1.0
AS14.05,2014-03-24,0.006535872072708545,1117.885,3652.671,554.26,,,,124.07,,,99.93799999999999,153.627,,,-2.0,-1.0,3.75,4166.945000886917,1.0
AS14.05,2014-03-25,0.040966888004228603,115.58600000000001,5931.508999999999,2687.957,,,,253.70700000000002,,,157.198,495.038,,,-1.0,0.3333333333333333,5.333333333333333,9523.143001079556,1.0
AS14.05,2014-03-26,0.039236509193725615,176.916,7550.9,715.528,,,,93.703,,,124.28699999999999,,,,-0.5,0.25,5.5,8523.028999567037,1.0
AS14.05,2014-03-27,0.07717586025360933,620.8580000000001,8743.153,1137.204,,,,107.356,,,137.643,26.285,,1.0,-0.6,0.2,5.8,11263.526001691815,1.0
AS14.05,2014-03-28,0.04532458316828961,308.83,3767.675,4129.4130000000005,,,,111.72200000000001,345.007,,,17.071,,1.0,0.0,0.6,6.2,4806.280000209808,
AS14.05,2014-03-29,0.10442318185053041,473.51,1584.7800000000002,345.24200000000013,,,,91.391,,,32.533,47.14,,1.0,-0.4,1.0,6.4,2506.7190003395085,1.0
AS14.05,2014-03-30,0.07491950961612631,194.232,3235.6209999999996,360.44199999999995,,,,126.417,,,22.921,95.89500000000001,,1.0,-0.8,0.8,6.2,4132.284999370574,
AS14.05,2014-03-31,0.05534132176899743,110.37700000000002,581.754,1269.7139999999997,,,,122.03999999999999,,,255.70999999999998,66.526,,1.0,-0.4,1.0,6.8,1278.2409992218008,
AS14.05,2014-04-01,0.07812598561494999,459.605,2799.097,919.0469999999999,,,,68.679,356.507,,52.48800000000001,19.131,,,0.0,1.0,7.0,4642.274999380113,
